NAMEREC;CONTRACT2;CLIENTNAME;STREET;HOME;SERVICENUMBER;PLACE;REGISTERTYPENAME;FACTORYNUM;MOUNTDATE;PLOMBA
Металлургический район;71062;"ООО ""Ремжилзаказчик-ЖЭУ №5""";Сталеваров;47;22964;;МТК / MTW (Zenner) (Германия);03930557;26.03.2018;6918           
Металлургический район;71062;"ООО ""Ремжилзаказчик-ЖЭУ №5""";Пекинская;5;41498;;МТК / MTW (Zenner) (Германия);7071609;26.03.2018;6921           
Металлургический район;71062;"ООО ""Ремжилзаказчик-ЖЭУ №5""";Молодежная;1;41753;;МТК / MTW (Zenner) (Германия);03927151;26.03.2018;6909           
Металлургический район;71062;"ООО ""Ремжилзаказчик-ЖЭУ №5""";Пекинская;10;41749;;МТК  / MTW (Zenner) (Германия);03927209;26.03.2018;6915           
Металлургический район;71062;"ООО ""Ремжилзаказчик-ЖЭУ №5""";Сталеваров;68;41669;;МТК / MTW (Zenner) (Германия);03927092;26.03.2018;6901           
Металлургический район;71137;"ТСН ""Березка""";Румянцева;2А;24280;;СТВ/ СТВХ  ( СТВГ)(Азербайджан);013273 В16;27.03.2018;6969           
Металлургический район;71137;"ТСН ""Березка""";Румянцева;2Б;30028;;СВМ (Бетар) (г.Чистополь);33432812;27.03.2018;6964           
Металлургический район;71137;"ТСН ""Березка""";Румянцева;2;30027;;СТВ/ СТВХ  ( СТВГ)(Азербайджан);014979 В 16;27.03.2018;6975           
Металлургический район;71058;"ООО ""Ремжилзаказчик ЖЭУ № 1""";50-летия ВЛКСМ;45;9855;;ВСКМ (г.Москва);417102690;26.03.2018;6960           
Ленинский район;71109;"ООО УК ""ЮЖУРАЛСТРОЙСЕРВИС""";Гагарина;49;14;;МТК / MTW (Zenner) (Германия);1007992;12.03.2018;1424           
Ленинский район;71064;"Общество с ограниченной ответственностью ""Ремонт и обслуживание""";Руставели;26;176;;WP / WPH  (ZENNER) (германия);05002912;12.03.2018;9141           
Ленинский район;71064;"Общество с ограниченной ответственностью ""Ремонт и обслуживание""";Руставели;26;416;;МТК / MTW (Zenner) (Германия);6036428;12.03.2018;9284           
Ленинский район;71109;"ООО УК ""ЮЖУРАЛСТРОЙСЕРВИС""";Новороссийская;122;44107;;МТК  / MTW (Zenner) (Германия);1007453;12.03.2018;9289           
Ленинский район;71064;"Общество с ограниченной ответственностью ""Ремонт и обслуживание""";Пограничная;28А;183;;WP/WPH (ZENNER) (Германия); 05002965;12.04.2018;5981           
Ленинский район;71064;"Общество с ограниченной ответственностью ""Ремонт и обслуживание""";Пограничная;26А;182;;МТК / MTW (Zenner) (Германия);6036493;12.04.2018;5616           
Курчатовский район;71096;"ООО УК ""ПЖРЭУ Курчатовского района""";Комсомольский;103;7497;;WP / WPH  (ZENNER) (германия);17026730;13.12.2017;4013           
Курчатовский район;71096;"ООО УК ""ПЖРЭУ Курчатовского района""";Краснознаменная;2;5255;;ВСХ / ВСГ/ ВСТ (г.Мытищи);40059101;14.12.2017;4010           
Курчатовский район;71096;"ООО УК ""ПЖРЭУ Курчатовского района""";Островского;31А;3005;;ВСХ/ ВСГ/ ВСТ (г.Мытищи);40049049;14.12.2017;4436           
Курчатовский район;71075;"ООО ""УК ""Дружба""";40-летия Победы;21;2684;;ВСХН (POWOGAZ);001161;15.12.2017;4258           
Курчатовский район;71096;"ООО УК ""ПЖРЭУ Курчатовского района""";40-летия Победы;21;2684;;ВСХН (POWOGAZ);001161;15.12.2017;4258           
Тракторозаводский район;71070;"ООО УК ""Альтернатива""";Эльтонская 1-я;42;41444;;ВСКМ (г.Москва);417102996;30.03.2018;9116           
Тракторозаводский район;71041;"ООО ""ЖЭУ-10""";Кудрявцева;83;6442;;WP / WPH  (ZENNER) (германия);11055668;19.04.2018;9292           
Тракторозаводский район;71043;"ООО ""ЖЭУ-16""";Комарова;133;6452;;WP / WPH (ZENNER)(Германия);13017731;26.04.2018;3718           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Российская;262;1453;;МТК / MTW (Zenner) (Германия);6036780;12.01.2018;9688           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Евтеева;4;1442;;МТК  / MTW (Zenner) (Германия);6021179;12.01.2018;9689           
Советский район;71178;"ООО УК ""ЮжУралЖКХ""";Цвиллинга;53;20783;;СВМ (Бетар) (г.Чистополь);33432702;25.04.2018;8392           
Советский район;71056;"ООО ""ДЕМЕТРА""";Челябинская;8А;25409;;МТК / MTW (Zenner) (Германия);03927101;05.12.2017;8844           
Советский район;71009;"АО ""МЖКО""";Челябинская;8;25408;;МТК / MTW (Zenner) (Германия);03930555;05.12.2017;8841           
Советский район;71056;"ООО ""ДЕМЕТРА""";Клубная(Новосинеглазово);1;25350;;МТК / MTW (Zenner) (Германия);5597732;05.12.2017;8845           
Курчатовский район;71081;"ООО ""Академия""";Шагольская ул 1-й квартал;10;38523;;СТВ/ СТВХ  ( СТВГ)(Азербайджан);014649-В16;06.12.2017;4017           
Ленинский район;71052;"ООО ""Гефест""";Суркова;21;4885;;ВСКМ (г.Москва);416102795;30.11.2017;9777           
Ленинский район;71111;"ООО ""Антей""";Батумская;16;4930;;ВСКМ (г.Москва);306102837;30.11.2017;9788           
Ленинский район;71111;"ООО ""Антей""";Батумская;14;5206;;ВСКМ (г.Москва);306102941;30.11.2017;9641           
Калининский район;71106;"ООО ""УК ""Флагман""";40-летия Победы;49;1755;;СВМ (Бетар) (г.Чистополь);33144670;01.02.2018;11641          
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Воровского;15;1106;;МТК  / MTW (Zenner) (Германия);6021177;03.05.2018;8394           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Елькина;92;39030;;МТК / MTW (Zenner) (Германия);6036971;03.05.2018;83288          
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Елькина;92;1182;;МТК / MTW (Zenner) (Германия);10479293;03.05.2018;8386           
Курчатовский район;71108;"ООО УК ""ЮУ КЖСИ""";Бейвеля;31;41529;;МТК  / MTW (Zenner) (Германия);1210039992;18.02.2013;473            
Курчатовский район;71108;"ООО УК ""ЮУ КЖСИ""";Габдуллы Тукая;18;41796;;МТК  / MTW (Zenner) (Германия);1310003484;24.05.2013;5048           
Курчатовский район;71067;"ООО ""СТЭКК""";Пионерская;12;3019;;WP/WPH (ZENNER) (Германия);05060994;15.11.2013;2              
Калининский район;71103;"ООО УК ""Строитель-97""";40-летия Победы;29А;26367;;МТК  / MTW (Zenner) (Германия);03441490;12.12.2017;6776           
Калининский район;71103;"ООО УК ""Строитель-97""";40-летия Победы;31В;27914;;СВМТ (Бетар) (г.Чистополь);31847012;12.12.2017;6890           
Курчатовский район;71096;"ООО УК ""ПЖРЭУ Курчатовского района""";Победы;382;2681;;ВСХН (POWOGAZ);001165;13.12.2017;4442           
Курчатовский район;71096;"ООО УК ""ПЖРЭУ Курчатовского района""";40-летия Победы;21А;2687;;ВСХН (POWOGAZ);001170;13.12.2017;4443           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Овчинникова;15;1554;;МТК / MTW (Zenner) (Германия);1004037;14.12.2017;8848           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Ширшова;11;1568;;WP/WPH (ZENNER) (Германия);17004421;14.12.2017;8847           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Овчинникова;13;1552;;МТК / MTW (Zenner) (Германия);1004028;14.12.2017;8849           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Телевизионная;6;5686;;МТК / MTW (Zenner) (Германия);1004000;15.12.2017;8834           
Советский район;71100;"ООО УК ""СОЗВЕЗДИЕ""";Цвиллинга;88А;17086;;МТК  / MTW (Zenner) (Германия);1001715;15.12.2017;8729           
Центральный район;71013;"ООО ""Диалог""";Энтузиастов;14В;24913;;МТК  / MTW (Zenner) (Германия);6021816;07.05.2018;7966           
Советский район;71055;"ООО ""Авилум""";Мебельная;86;4527;;WP/WPH (ZENNER) (Германия);13076049;21.02.2018;8434           
